Lose,2024-06-10 14:26:22,38
Win,2024-06-10 14:27:38,37
Win,2024-06-10 14:37:41,39
Win,2024-06-10 14:41:37,42
Win,2024-06-10 14:42:21,40
Win,2024-06-10 15:09:38,34
Win,2024-06-10 15:11:44,43
Win,2024-06-10 18:52:39,39
Win,2024-06-11 12:31:39,169
Win,2024-06-11 12:35:54,184
Win,2024-06-15 14:46:39,104
Win,2024-06-15 15:10:19,46
Win,2024-06-16 16:10:34,48
